Date : 2026-03-11 19:49:28
Directory : c:\E-Commerce Website (Full) - Copy (3)
Total : 736 files,  170514 codes, 4477 comments, 15768 blanks, all 190759 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| backend\services (Files)                                                                              |         21 |      2,665 |        179 |        473 |      3,317 |
| backend\services\shipping                                                                             |          3 |        138 |          3 |         24 |        165 |
| backend\templates                                                                                     |          3 |        201 |          0 |          0 |        201 |
| backend\templates\home                                                                                |          3 |        201 |          0 |          0 |        201 |
| backend\tests                                                                                         |          6 |        826 |         38 |        232 |      1,096 |
| backend\tests (Files)                                                                                 |          2 |        419 |          8 |        137 |        564 |
| backend\tests\integration                                                                             |          2 |        281 |         27 |         61 |        369 |
| backend\tests\security                                                                                |          1 |         88 |          3 |         24 |        115 |
| backend\tests\unit                                                                                    |          1 |         38 |          0 |         10 |         48 |
| backend\utils                                                                                         |          9 |        811 |         49 |        164 |      1,024 |
| backend\validators                                                                                    |          4 |        128 |          0 |         29 |        157 |
| backend\workers                                                                                       |          1 |        157 |         16 |         37 |        210 |
| database                                                                                              |          1 |        420 |         90 |        117 |        627 |
| frontend                                                                                              |        295 |     61,686 |      1,793 |      7,156 |     70,635 |
| frontend (Files)                                                                                      |          9 |      9,183 |          3 |         30 |      9,216 |
| frontend\public                                                                                       |          2 |         54 |          0 |          7 |         61 |
| frontend\src                                                                                          |        284 |     52,449 |      1,790 |      7,119 |     61,358 |
| frontend\src (Files)                                                                                  |          5 |        724 |         15 |        110 |        849 |
| frontend\src\api                                                                                      |          1 |        118 |         29 |         23 |        170 |
| frontend\src\components                                                                               |        130 |     24,445 |        982 |      2,811 |     28,238 |
| frontend\src\components (Files)                                                                       |         33 |      4,473 |        132 |        659 |      5,264 |
| frontend\src\components\admin                                                                         |          4 |        860 |         40 |         85 |        985 |
| frontend\src\components\auth                                                                          |          1 |        143 |          5 |         20 |        168 |
| frontend\src\components\blocks                                                                        |         11 |      1,798 |         76 |        205 |      2,079 |
| frontend\src\components\builder                                                                       |          1 |        148 |         10 |         23 |        181 |
| frontend\src\components\cart                                                                          |          9 |      2,249 |        105 |        208 |      2,562 |
| frontend\src\components\cms                                                                           |         34 |      8,906 |        459 |        962 |     10,327 |
| frontend\src\components\cms (Files)                                                                   |         31 |      8,533 |        454 |        931 |      9,918 |
| frontend\src\components\cms\editors                                                                   |          1 |         68 |          2 |          9 |         79 |
| frontend\src\components\cms\help                                                                      |          2 |        305 |          3 |         22 |        330 |
| frontend\src\components\home                                                                          |          9 |      1,085 |         18 |        139 |      1,242 |
| frontend\src\components\media                                                                         |          1 |        304 |          4 |         25 |        333 |
| frontend\src\components\onboarding                                                                    |          1 |        208 |          9 |         29 |        246 |
| frontend\src\components\orders                                                                        |          2 |        135 |          0 |         19 |        154 |
| frontend\src\components\pwa                                                                           |          1 |         94 |          8 |         19 |        121 |
| frontend\src\components\seller                                                                        |         14 |      3,021 |         85 |        306 |      3,412 |
| frontend\src\components\storefront                                                                    |          5 |        708 |         22 |         79 |        809 |
| frontend\src\components\superadmin                                                                    |          3 |        259 |          5 |         27 |        291 |
| frontend\src\components\ui                                                                            |          1 |         54 |          4 |          6 |         64 |
| frontend\src\config                                                                                   |          2 |        169 |          4 |          7 |        180 |
| frontend\src\context                                                                                  |         11 |      2,241 |        105 |        327 |      2,673 |
| frontend\src\data                                                                                     |          1 |         92 |          0 |          0 |         92 |
| frontend\src\hooks                                                                                    |          8 |        517 |         52 |        112 |        681 |
| frontend\src\lib                                                                                      |          8 |        866 |         57 |        175 |      1,098 |
| frontend\src\pages                                                                                    |         59 |     12,878 |        193 |      2,053 |     15,124 |
| frontend\src\pages (Files)                                                                            |         57 |     12,469 |        183 |      2,029 |     14,681 |
| frontend\src\pages\builder                                                                            |          1 |        301 |          5 |         12 |        318 |
| frontend\src\pages\marketing                                                                          |          1 |        108 |          5 |         12 |        125 |
| frontend\src\platform                                                                                 |         47 |      8,532 |        297 |      1,162 |      9,991 |
| frontend\src\platform\client                                                                          |          5 |        709 |         23 |         81 |        813 |
| frontend\src\platform\components                                                                      |          1 |        554 |          9 |         70 |        633 |
| frontend\src\platform\core                                                                            |         17 |      2,647 |        120 |        469 |      3,236 |
| frontend\src\platform\library                                                                         |         20 |      4,037 |        113 |        441 |      4,591 |
| frontend\src\platform\library (Files)                                                                 |          2 |        691 |         14 |         78 |        783 |
| frontend\src\platform\library\modules                                                                 |         18 |      3,346 |         99 |        363 |      3,808 |
| frontend\src\platform\navigation                                                                      |          1 |         73 |          1 |         10 |         84 |
| frontend\src\platform\publish                                                                         |          3 |        512 |         31 |         91 |        634 |
| frontend\src\services                                                                                 |          1 |         39 |          7 |         10 |         56 |
| frontend\src\stores                                                                                   |          2 |        396 |         29 |         78 |        503 |
| frontend\src\styles                                                                                   |          5 |      1,084 |          0 |        185 |      1,269 |
| frontend\src\utils                                                                                    |          4 |        348 |         20 |         66 |        434 |
| gsgbackend                                                                                            |        180 |     48,121 |      1,134 |      3,398 |     52,653 |
| gsgbackend (Files)                                                                                    |         19 |     10,655 |         52 |        318 |     11,025 |
| gsgbackend\config                                                                                     |          2 |        129 |          1 |         21 |        151 |
| gsgbackend\controllers                                                                                |         21 |      5,710 |        211 |        927 |      6,848 |
| gsgbackend\data                                                                                       |          9 |     20,530 |          2 |          3 |     20,535 |
| gsgbackend\docs                                                                                       |          2 |         74 |          0 |         37 |        111 |
| gsgbackend\email-templates                                                                            |          5 |        329 |          0 |         57 |        386 |
| gsgbackend\jobs                                                                                       |          1 |         97 |          5 |         19 |        121 |
| gsgbackend\lib                                                                                        |          1 |         39 |          0 |         11 |         50 |
| gsgbackend\middleware                                                                                 |          7 |        297 |         19 |         62 |        378 |
| gsgbackend\models                                                                                     |         24 |      3,348 |        281 |        560 |      4,189 |
| gsgbackend\routes                                                                                     |         30 |      1,198 |        219 |        282 |      1,699 |
| gsgbackend\scripts                                                                                    |         12 |        789 |         59 |        142 |        990 |
| gsgbackend\services                                                                                   |         24 |      2,803 |        182 |        497 |      3,482 |
| gsgbackend\services (Files)                                                                           |         21 |      2,665 |        179 |        473 |      3,317 |
| gsgbackend\services\shipping                                                                          |          3 |        138 |          3 |         24 |        165 |
| gsgbackend\templates                                                                                  |          3 |        201 |          0 |          0 |        201 |
| gsgbackend\templates\home                                                                             |          3 |        201 |          0 |          0 |        201 |
| gsgbackend\tests                                                                                      |          6 |        826 |         38 |        232 |      1,096 |
| gsgbackend\tests (Files)                                                                              |          2 |        419 |          8 |        137 |        564 |
| gsgbackend\tests\integration                                                                          |          2 |        281 |         27 |         61 |        369 |
| gsgbackend\tests\security                                                                             |          1 |         88 |          3 |         24 |        115 |
| gsgbackend\tests\unit                                                                                 |          1 |         38 |          0 |         10 |         48 |
| gsgbackend\utils                                                                                      |          9 |        811 |         49 |        164 |      1,024 |
| gsgbackend\validators                                                                                 |          4 |        128 |          0 |         29 |        157 |
| gsgbackend\workers                                                                                    |          1 |        157 |         16 |         37 |        210 |
| scripts                                                                                               |          2 |          0 |          0 |          2 |          2 |
| storefront-export                                                                                     |         52 |      9,889 |        269 |      1,441 |     11,599 |
| storefront-export\components                                                                          |         27 |      4,890 |        173 |        569 |      5,632 |
| storefront-export\components (Files)                                                                  |          6 |      1,130 |         40 |        169 |      1,339 |
| storefront-export\components\cart                                                                     |          9 |      2,223 |        104 |        205 |      2,532 |
| storefront-export\components\home                                                                     |          9 |      1,085 |         18 |        139 |      1,242 |
| storefront-export\components\storefront                                                               |          3 |        452 |         11 |         56 |        519 |
| storefront-export\context                                                                             |          2 |        546 |         15 |         81 |        642 |
| storefront-export\pages                                                                               |         23 |      4,453 |         81 |        791 |      5,325 |
| supabase                                                                                              |          5 |        394 |         30 |         89 |        513 |
| supabase\functions                                                                                    |          5 |        394 |         30 |         89 |        513 |
| supabase\functions\create-checkout-session                                                            |          1 |         76 |          5 |         13 |         94 |
| supabase\functions\fetch-platform-stats                                                               |          1 |         56 |          6 |         15 |         77 |
| supabase\functions\merchant-stripe-webhook                                                            |          1 |        100 |          8 |         26 |        134 |
| supabase\functions\process-merchant-checkout                                                          |          1 |         80 |          6 |         16 |        102 |
| supabase\functions\stripe-webhook                                                                     |          1 |         82 |          5 |         19 |        106 |
+-------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                              | language           | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| c:\E-Commerce Website (Full) - Copy (3)\QUICK_START.md                                                | Markdown           |        142 |          0 |         78 |        220 |
| c:\E-Commerce Website (Full) - Copy (3)\api\index.js                                                  | JavaScript         |         54 |         15 |         12 |         81 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\BULLMQ_STATUS.md                                      | Markdown           |        104 |          0 |         32 |        136 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\COLLECTION_PAGE_FIX.md                                | Markdown           |         99 |          0 |         22 |        121 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\MONGODB_SETUP.md                                      | Markdown           |        112 |          0 |         53 |        165 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\PRODUCTION_READINESS.md                               | Markdown           |        112 |          0 |         34 |        146 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\README.md                                             | Markdown           |         82 |          0 |         29 |        111 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\SECURITY_FIXES.md                                     | Markdown           |         86 |          0 |         22 |        108 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\bootstrap.js                                          | JavaScript         |         79 |         14 |         19 |        112 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\check_products.js                                     | JavaScript         |         31 |          0 |         10 |         41 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\check_status.js                                       | JavaScript         |          7 |          0 |          1 |          8 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\check_users.js                                        | JavaScript         |         14 |          0 |          4 |         18 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\config\db.js                                          | JavaScript         |         11 |          0 |          3 |         14 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\config\env.js                                         | JavaScript         |        118 |          1 |         18 |        137 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\adminController.js                        | JavaScript         |        196 |          2 |         30 |        228 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\analyticsController.js                    | JavaScript         |         57 |          3 |          9 |         69 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\authController.js                         | JavaScript         |        214 |         28 |         30 |        272 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\cartController.js                         | JavaScript         |        217 |          0 |         32 |        249 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\contactController.js                      | JavaScript         |         67 |          2 |         14 |         83 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\domainController.js                       | JavaScript         |         62 |          3 |          9 |         74 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\inventoryController.js                    | JavaScript         |        356 |          2 |         48 |        406 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\mediaController.js                        | JavaScript         |         73 |          1 |         13 |         87 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\newsletterController.js                   | JavaScript         |         78 |          5 |         15 |         98 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\orderController.js                        | JavaScript         |        608 |         47 |         93 |        748 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\paymentController.js                      | JavaScript         |         97 |          1 |         10 |        108 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\phase1Controller.js                       | JavaScript         |        474 |          5 |         93 |        572 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\phase2Controller.js                       | JavaScript         |        688 |         35 |        131 |        854 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\phase3Controller.js                       | JavaScript         |        809 |         53 |        155 |      1,017 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\productController.js                      | JavaScript         |        330 |         11 |         42 |        383 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\recommendationController.js               | JavaScript         |        213 |          1 |         32 |        246 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\reviewController.js                       | JavaScript         |        335 |          4 |         51 |        390 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\searchController.js                       | JavaScript         |        203 |          2 |         24 |        229 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\userController.js                         | JavaScript         |        201 |          1 |         34 |        236 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\webhookController.js                      | JavaScript         |        120 |          9 |         17 |        146 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\controllers\wishlistController.js                     | JavaScript         |        359 |          0 |         52 |        411 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\data\admin_action_logs.json                           | JSON               |          1 |          0 |          0 |          1 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\data\defaultProducts.js                               | JavaScript         |         87 |          2 |          3 |         92 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\data\event.json                                       | JSON               |      9,520 |          0 |          0 |      9,520 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\data\orders.json                                      | JSON               |          1 |          0 |          0 |          1 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\data\product.json                                     | JSON               |     10,687 |          0 |          0 |     10,687 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\data\products.json                                    | JSON               |         80 |          0 |          0 |         80 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\data\sitecontent.json                                 | JSON               |        574 |          0 |          0 |        574 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\data\user.json                                        | JSON               |        290 |          0 |          0 |        290 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\data\users.json                                       | JSON               |         26 |          0 |          0 |         26 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\docs\API_OPERATIONS.md                                | Markdown           |         42 |          0 |         18 |         60 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\docs\RUNBOOK_ARCHITECTURE.md                          | Markdown           |         32 |          0 |         19 |         51 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\ecosystem.config.js                                   | JavaScript         |         53 |          0 |          2 |         55 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\email-templates\order-cancelled.html                  | HTML               |         60 |          0 |         11 |         71 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\email-templates\order-delivered.html                  | HTML               |         60 |          0 |         10 |         70 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\email-templates\order-placed.html                     | HTML               |         71 |          0 |         12 |         83 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\email-templates\order-shipped.html                    | HTML               |         69 |          0 |         12 |         81 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\email-templates\payment-approved.html                 | HTML               |         69 |          0 |         12 |         81 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\jobs\cleanupInitiatedOrders.js                        | JavaScript         |         97 |          5 |         19 |        121 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\lib\dbConnect.js                                      | JavaScript         |         39 |          0 |         11 |         50 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\middleware\auth.js                                    | JavaScript         |        104 |          4 |         19 |        127 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\middleware\authEnhanced.js                            | JavaScript         |          1 |          0 |          1 |          2 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\middleware\authMiddleware.js                          | JavaScript         |          1 |          0 |          0 |          1 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\middleware\gatekeeper.js                              | JavaScript         |        102 |         11 |         22 |        135 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\middleware\rateLimiter.js                             | JavaScript         |         28 |          0 |          7 |         35 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\middleware\tenantContext.js                           | JavaScript         |         46 |          4 |          9 |         59 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\middleware\validate.js                                | JavaScript         |         15 |          0 |          4 |         19 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\AbandonedCart.js                               | JavaScript         |        389 |         11 |         45 |        445 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\AdminActionLog.js                              | JavaScript         |         18 |          0 |          5 |         23 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\AiContent.js                                   | JavaScript         |         16 |          0 |          3 |         19 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\Bundle.js                                      | JavaScript         |        340 |         15 |         39 |        394 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\Contact.js                                     | JavaScript         |         29 |          0 |          2 |         31 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\Event.js                                       | JavaScript         |         17 |          0 |          3 |         20 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\Inventory.js                                   | JavaScript         |         85 |          1 |         12 |         98 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\MessageLog.js                                  | JavaScript         |         31 |          0 |          3 |         34 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\Newsletter.js                                  | JavaScript         |         15 |          0 |          2 |         17 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\OneClickCheckout.js                            | JavaScript         |        140 |         11 |         14 |        165 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\Order.js                                       | JavaScript         |         63 |          3 |          5 |         71 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\PaymentMethod.js                               | JavaScript         |         27 |          4 |          8 |         39 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\Phase1Models.js                                | JavaScript         |        521 |         61 |         73 |        655 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\Phase2Models.js                                | JavaScript         |        696 |         79 |        134 |        909 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\Phase3Models.js                                | JavaScript         |        709 |         91 |        176 |        976 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\Product.js                                     | JavaScript         |         30 |          0 |          3 |         33 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\Recommendation.js                              | JavaScript         |         18 |          0 |          4 |         22 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\Review.js                                      | JavaScript         |         17 |          0 |          3 |         20 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\Shipment.js                                    | JavaScript         |         21 |          0 |          3 |         24 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\SiteContent.js                                 | JavaScript         |         51 |          2 |          7 |         60 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\User.js                                        | JavaScript         |         61 |          1 |          5 |         67 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\WaOptOut.js                                    | JavaScript         |         12 |          0 |          3 |         15 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\WhatsAppTemplate.js                            | JavaScript         |         28 |          2 |          5 |         35 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\models\Wishlist.js                                    | JavaScript         |         14 |          0 |          3 |         17 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\package-lock.json                                     | JSON               |      9,276 |          0 |          1 |      9,277 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\package-production.json                               | JSON               |         71 |          0 |          1 |         72 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\package.json                                          | JSON               |         55 |          0 |          0 |         55 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\adminRoutes.js                                 | JavaScript         |         20 |          5 |          7 |         32 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\aiContentRoutes.js                             | JavaScript         |         37 |          4 |         10 |         51 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\analyticsRoutes.js                             | JavaScript         |          6 |          0 |          4 |         10 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\authRoutes.js                                  | JavaScript         |         13 |          2 |          4 |         19 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\cartRoutes.js                                  | JavaScript         |         15 |          1 |          4 |         20 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\cmsRoutes.js                                   | JavaScript         |        149 |         19 |         35 |        203 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\contactRoutes.js                               | JavaScript         |          9 |          2 |          3 |         14 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\domainRoutes.js                                | JavaScript         |          7 |          0 |          3 |         10 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\healthRoutes.js                                | JavaScript         |         57 |          3 |          8 |         68 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\inventoryRoutes.js                             | JavaScript         |         20 |          3 |          6 |         29 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\mediaRoutes.js                                 | JavaScript         |         45 |          4 |          8 |         57 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\newsletterRoutes.js                            | JavaScript         |          9 |          2 |          3 |         14 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\onboardingRoutes.js                            | JavaScript         |         67 |          8 |         11 |         86 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\orderRoutes.js                                 | JavaScript         |         90 |         17 |         21 |        128 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\paymentMethodRoutes.js                         | JavaScript         |         90 |          7 |         16 |        113 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\paymentRoutes.js                               | JavaScript         |         13 |          5 |          7 |         25 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\performanceHubRoutes.js                        | JavaScript         |         52 |          8 |         13 |         73 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\phase1Routes.js                                | JavaScript         |         68 |         33 |         23 |        124 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\phase2Routes.js                                | JavaScript         |         62 |         28 |         14 |        104 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\phase3Routes.js                                | JavaScript         |         84 |         46 |         20 |        150 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\productRoutes.js                               | JavaScript         |         21 |          0 |          4 |         25 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\recommendationRoutes.js                        | JavaScript         |         16 |          3 |          6 |         25 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\reviewRoutes.js                                | JavaScript         |         18 |          3 |          6 |         27 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\searchRoutes.js                                | JavaScript         |         14 |          2 |          5 |         21 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\sellerAnalyticsRoutes.js                       | JavaScript         |         44 |          4 |          7 |         55 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\sellerRoutes.js                                | JavaScript         |         70 |          0 |         10 |         80 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\userRoutes.js                                  | JavaScript         |         21 |          1 |          4 |         26 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\webhookRoutes.js                               | JavaScript         |          6 |          0 |          3 |          9 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\whatsappTemplateRoutes.js                      | JavaScript         |         56 |          6 |         11 |         73 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\routes\wishlistRoutes.js                              | JavaScript         |         19 |          3 |          6 |         28 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\scripts\check-env-leaks.js                            | JavaScript         |         35 |          0 |          8 |         43 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\scripts\cleanup-port.js                               | JavaScript         |         44 |          5 |          5 |         54 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\scripts\createAdmin.js                                | JavaScript         |         61 |          4 |         12 |         77 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\scripts\precheck.js                                   | JavaScript         |         59 |          0 |         10 |         69 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\scripts\seed-products-remote.js                       | JavaScript         |         47 |          3 |         11 |         61 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\scripts\seed-remote.js                                | JavaScript         |         53 |          2 |         10 |         65 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\scripts\seedProducts.js                               | JavaScript         |        148 |          8 |         13 |        169 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\scripts\set-admin.js                                  | JavaScript         |         57 |          0 |         12 |         69 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\scripts\start-dev.js                                  | JavaScript         |         15 |          3 |          7 |         25 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\scripts\test-approval-system.js                       | JavaScript         |        130 |         25 |         27 |        182 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\scripts\test-whatsapp.js                              | JavaScript         |         31 |          0 |          4 |         35 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\scripts\verify-system.js                              | JavaScript         |        109 |          9 |         23 |        141 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\server.js                                             | JavaScript         |        163 |         16 |         18 |        197 |
